RANK,ID,BACKGROUND,FUR,CLOTHES,EYES,MOUTH,HATS,EARRING,BACKGROUND Rarity,FUR Rarity,CLOTHES Rarity,EYES Rarity,MOUTH Rarity,HATS Rarity,EARRING Rarity,Total Statistical Rarity
5333,5353,Solana,Black,Tie Dye,Bloodshot,Bored Unshaven Solana,Empty,EMPTY,100.000000000000000,10.631561406432300,1.699716713881020,8.031994667555410,6.232294617563740,18.796867188801900,70.121646392268000,119229181.103391000000000
5334,173,Solana,Pink,EMPTY,Wide Eyed,Bored Solana,Fisherman Hat,EMPTY,100.000000000000000,4.999166805532410,20.379936677220500,5.032494584235960,8.398600233294450,3.949341776370600,70.121646392268000,119252504.227297000000000
5335,4070,Solana,Grey,Prom Dress,Bored,Bored Solana,Empty,EMPTY,100.000000000000000,4.782536243959340,1.033161139810030,21.829695050824900,8.398600233294450,18.796867188801900,70.121646392268000,119403893.530753000000000
5336,843,Solana,Tan,Sleeveless Logo T,Bored,Rage,Empty,EMPTY,100.000000000000000,5.999000166638890,2.132977837027160,21.829695050824900,3.249458423596070,18.796867188801900,70.121646392268000,119635879.771977000000000
5337,4650,Solana,Pink,Service,3D,Bored,Empty,EMPTY,100.000000000000000,4.999166805532410,2.116313947675390,5.332444592567910,16.097317113814400,18.796867188801900,70.121646392268000,119700275.675162000000000
5338,1196,Solana,Trippy,Wool Turtleneck,Bored,Bored,Empty,EMPTY,100.000000000000000,1.166472254624230,2.216297283786040,21.829695050824900,16.097317113814400,18.796867188801900,70.121646392268000,119740529.212750000000000
5339,2260,Solana,Red,EMPTY,Bored,Grin,Basc Hat Black,EMPTY,100.000000000000000,5.249125145809030,20.379936677220500,21.829695050824900,3.849358440259960,1.899683386102320,70.121646392268000,119745474.226015000000000
5340,5919,Solana,Golden Brown,EMPTY,Coins,Bored Solana,Commie Hat,EMPTY,100.000000000000000,8.281953007832030,20.379936677220500,3.732711214797530,8.398600233294450,3.232794534244290,70.121646392268000,119949129.636442000000000
5341,2137,Solana,Black,Prison Jumpsuit,Bored,Bored Unshaven Solana,Beanie,EMPTY,100.000000000000000,10.631561406432300,2.082986168971840,21.829695050824900,6.232294617563740,5.699050158306950,70.121646392268000,120401990.334107000000000
5342,2571,Solana,Cream,EMPTY,Sad,Bored Unshaven Solana,Army Hat,EMPTY,100.000000000000000,7.382102982836190,20.379936677220500,5.699050158306950,6.232294617563740,3.216130644892520,70.121646392268000,120508913.547940000000000
5343,3552,Solana,Dark Brown,Tanktop,Bloodshot,Bored Unshaven Cigarette,Empty,EMPTY,100.000000000000000,13.164472587902000,2.049658390268290,8.031994667555410,4.232627895350770,18.796867188801900,70.121646392268000,120908275.739850000000000
5344,3260,Solana,Blue,EMPTY,Bored,Bored Solana,Prussian Helmet,EMPTY,100.000000000000000,4.699216797200470,20.379936677220500,21.829695050824900,8.398600233294450,0.983169471754708,70.121646392268000,121049605.843241000000000
5345,1598,Solana,Dark Brown,Black Holes T,Bored,Bored Unshaven,Safari,EMPTY,100.000000000000000,13.164472587902000,2.066322279620060,21.829695050824900,14.480919846692200,2.016330611564740,70.121646392268000,121579174.260100000000000
5346,1021,Solana,Tan,EMPTY,Bored,Rage,Irish Boho,EMPTY,100.000000000000000,5.999000166638890,20.379936677220500,21.829695050824900,3.249458423596070,1.999666722212960,70.121646392268000,121604621.809448000000000
5347,3656,Solana,Black,Work Vest,Bored,Bored Unshaven Solana,Cowboy Hat,EMPTY,100.000000000000000,10.631561406432300,3.216130644892520,21.829695050824900,6.232294617563740,3.732711214797530,70.121646392268000,121759505.172494000000000
5348,3062,Solana,Noise,EMPTY,Bored,Bored Unshaven Cigarette,Fez,EMPTY,100.000000000000000,2.182969505082490,20.379936677220500,21.829695050824900,4.232627895350770,4.232627895350770,70.121646392268000,122002983.768548000000000
5349,3899,Solana,Black,Leather Punk Jacket,Scumbag,Bored Unshaven,Empty,EMPTY,100.000000000000000,10.631561406432300,2.149641726378940,2.799533411098150,14.480919846692200,18.796867188801900,70.121646392268000,122118797.001717000000000
5350,1569,Solana,Blue,Stunt Jacket,Bloodshot,Bored Unshaven,Empty,EMPTY,100.000000000000000,4.699216797200470,1.699716713881020,8.031994667555410,14.480919846692200,18.796867188801900,70.121646392268000,122450105.874116000000000
5351,2268,Solana,Grey,Black T,Bored,Phoneme Vuh,Empty,EMPTY,100.000000000000000,4.782536243959340,2.866188968505250,21.829695050824900,3.116147308781870,18.796867188801900,70.121646392268000,122904084.470146000000000
5352,468,Solana,Dark Brown,Sleeveless Logo T,Sleepy,Bored,Beanie,EMPTY,100.000000000000000,13.164472587902000,2.132977837027160,6.815530744875850,16.097317113814400,5.699050158306950,70.121646392268000,123111202.110007000000000
5353,3028,Solana,Dark Brown,EMPTY,Wide Eyed,Bored Unshaven,Kings Crown,EMPTY,100.000000000000000,13.164472587902000,20.379936677220500,5.032494584235960,14.480919846692200,0.899850024995834,70.121646392268000,123369554.968478000000000
5354,4113,Solana,Dark Brown,EMPTY,Angry,Dumbfounded,Fisherman Hat,EMPTY,100.000000000000000,13.164472587902000,20.379936677220500,4.699216797200470,3.549408431928010,3.949341776370600,70.121646392268000,123926611.959606000000000
5355,2523,Solana,Pink,Leather Punk Jacket,Bored,Bored,Seaman Hat,EMPTY,100.000000000000000,4.999166805532410,2.149641726378940,21.829695050824900,16.097317113814400,4.699216797200470,70.121646392268000,124434975.309705000000000
5356,537,Solana,Cheetah,Basc T Red,Sleepy,Bored Unshaven,Empty,EMPTY,100.000000000000000,4.482586235627400,2.149641726378940,6.815530744875850,14.480919846692200,18.796867188801900,70.121646392268000,125351098.717401000000000
5357,1090,Solana,Golden Brown,EMPTY,Bloodshot,Dumbfounded,Cowboy Hat,EMPTY,100.000000000000000,8.281953007832030,20.379936677220500,8.031994667555410,3.549408431928010,3.732711214797530,70.121646392268000,125948058.247985000000000
5358,3585,Solana,Zombie,EMPTY,Bloodshot,Phoneme Oh,Empty,EMPTY,100.000000000000000,2.699550074987500,20.379936677220500,8.031994667555410,2.166305615730710,18.796867188801900,70.121646392268000,126175470.342194000000000
5359,4782,Solana,Red,EMPTY,Coins,Bored,Empty,Silver Hoop,100.000000000000000,5.249125145809030,20.379936677220500,3.732711214797530,16.097317113814400,18.796867188801900,10.464922512914500,126441354.151131000000000
5360,4553,Solana,Golden Brown,Wool Turtleneck,Robot,Bored,Empty,EMPTY,100.000000000000000,8.281953007832030,2.216297283786040,3.249458423596070,16.097317113814400,18.796867188801900,70.121646392268000,126550200.530574000000000
5361,1827,Solana,Black,Basc T Black,Blindfold,Bored,Empty,EMPTY,100.000000000000000,10.631561406432300,2.216297283786040,2.532911181469760,16.097317113814400,18.796867188801900,70.121646392268000,126629853.445318000000000
5362,3683,Solana,Black,Admirals Coat,Bored,Dumbfounded,Empty,EMPTY,100.000000000000000,10.631561406432300,1.166472254624230,21.829695050824900,3.549408431928010,18.796867188801900,70.121646392268000,126652185.407910000000000
5363,4874,Solana,Brown,EMPTY,Sleepy,Bored Solana,Trippy Captains Hat,EMPTY,100.000000000000000,12.747875354107600,20.379936677220500,6.815530744875850,8.398600233294450,1.216463922679550,70.121646392268000,126852364.653670000000000
5364,2627,Solana,Cheetah,EMPTY,Wide Eyed,Bored Solana,Seaman Hat,EMPTY,100.000000000000000,4.482586235627400,20.379936677220500,5.032494584235960,8.398600233294450,4.699216797200470,70.121646392268000,127232861.683183000000000
5365,4379,Solana,Golden Brown,EMPTY,Crazy,Bored Solana,Sea Capitan Hat,EMPTY,100.000000000000000,8.281953007832030,20.379936677220500,4.365939010164970,8.398600233294450,2.949508415264120,70.121646392268000,128003519.370406000000000
5366,5313,Solana,Black,Basc T Red,Bored,Bored Cigarette,Empty,EMPTY,100.000000000000000,10.631561406432300,2.149641726378940,21.829695050824900,1.949675054157640,18.796867188801900,70.121646392268000,128206668.971266000000000
5367,688,Solana,Golden Brown,Sleeveless T,Bored,Bored Solana,Fisherman Hat,EMPTY,100.000000000000000,8.281953007832030,3.066155640726550,21.829695050824900,8.398600233294450,3.949341776370600,70.121646392268000,128931299.636087000000000
5368,3464,Solana,Dark Brown,Stripped Tee,Bored,Rage,Seaman Hat,EMPTY,100.000000000000000,13.164472587902000,4.199300116647230,21.829695050824900,3.249458423596070,4.699216797200470,70.121646392268000,129216096.706842000000000
5369,5458,Solana,Brown,Tuxedo Tee,Angry,Bored Solana,Empty,EMPTY,100.000000000000000,12.747875354107600,1.949675054157640,4.699216797200470,8.398600233294450,18.796867188801900,70.121646392268000,129291511.261303000000000
5370,5586,Solana,Dark Brown,EMPTY,Closed,Rage,Basc Flipped Brim,EMPTY,100.000000000000000,13.164472587902000,20.379936677220500,6.865522412931180,3.249458423596070,3.082819530078320,70.121646392268000,129387128.511269000000000
5371,4355,Solana,Black,EMPTY,Closed,Grin,Commie Hat,EMPTY,100.000000000000000,10.631561406432300,20.379936677220500,6.865522412931180,3.849358440259960,3.232794534244290,70.121646392268000,129805182.515061000000000
5372,2778,Solana,Black,EMPTY,Eyepatch,Bored Unshaven,Empty,Silver Stud,100.000000000000000,10.631561406432300,20.379936677220500,2.899516747208800,14.480919846692200,18.796867188801900,7.615397433761040,130226599.283267000000000
5373,2358,Solana,Dark Brown,Bone Tee,Bored,Tongue Out,Empty,EMPTY,100.000000000000000,13.164472587902000,1.749708381936340,21.829695050824900,1.966338943509420,18.796867188801900,70.121646392268000,130320507.789807000000000
5374,2287,Solana,Grey,Sleeveless T,Bloodshot,Bored Solana,Empty,EMPTY,100.000000000000000,4.782536243959340,3.066155640726550,8.031994667555410,8.398600233294450,18.796867188801900,70.121646392268000,130382818.387779000000000
5375,787,Solana,Dark Brown,Tweed Suit,Bored,Bored Unshaven Cigarette,Empty,EMPTY,100.000000000000000,13.164472587902000,0.816530578236960,21.829695050824900,4.232627895350770,18.796867188801900,70.121646392268000,130909527.034055000000000
5376,2146,Solana,Dark Brown,Puffy Vest,Bored,Bored,Stuntman Helmet,EMPTY,100.000000000000000,13.164472587902000,1.933011164805870,21.829695050824900,16.097317113814400,2.099650058323610,70.121646392268000,131655200.332624000000000
5377,1917,Solana,Noise,EMPTY,3D,Bored Unshaven Cigarette,Empty,EMPTY,100.000000000000000,2.182969505082490,20.379936677220500,5.332444592567910,4.232627895350770,18.796867188801900,70.121646392268000,132350174.373670000000000
5378,2145,Solana,Dark Brown,EMPTY,Sad,Phoneme Oh,Beanie,EMPTY,100.000000000000000,13.164472587902000,20.379936677220500,5.699050158306950,2.166305615730710,5.699050158306950,70.121646392268000,132368023.258918000000000
5379,4624,Solana,Dark Brown,Work Vest,Heart,Bored Unshaven Solana,Empty,EMPTY,100.000000000000000,13.164472587902000,3.216130644892520,3.816030661556410,6.232294617563740,18.796867188801900,70.121646392268000,132719444.427727000000000
5380,618,Solana,Black,Stripped Tee,3D,Bored Unshaven Cigarette,Empty,EMPTY,100.000000000000000,10.631561406432300,4.199300116647230,5.332444592567910,4.232627895350770,18.796867188801900,70.121646392268000,132815262.401310000000000
5381,2462,Solana,Blue,EMPTY,Robot,Rage,Empty,EMPTY,100.000000000000000,4.699216797200470,20.379936677220500,3.249458423596070,3.249458423596070,18.796867188801900,70.121646392268000,133287020.019157000000000
5382,3274,Solana,Brown,Stripped Tee,Angry,Bored,Seaman Hat,EMPTY,100.000000000000000,12.747875354107600,4.199300116647230,4.699216797200470,16.097317113814400,4.699216797200470,70.121646392268000,133435469.955575000000000
5383,3613,Solana,Blue,EMPTY,Bored,Bored Unshaven,Fez,Silver Hoop,100.000000000000000,4.699216797200470,20.379936677220500,21.829695050824900,14.480919846692200,4.232627895350770,10.464922512914500,134096745.338662000000000
5384,3397,Solana,Cream,EMPTY,Closed,Rage,Beanie,EMPTY,100.000000000000000,7.382102982836190,20.379936677220500,6.865522412931180,3.249458423596070,5.699050158306950,70.121646392268000,134128814.863006000000000
5385,5610,Solana,Dark Brown,Stripped Tee,Closed,Bored,S&M Hat,EMPTY,100.000000000000000,13.164472587902000,4.199300116647230,6.865522412931180,16.097317113814400,3.132811198133640,70.121646392268000,134212755.948456000000000
5386,2825,Solana,Red,EMPTY,Bored,Bored,Empty,Diamond Stud,100.000000000000000,5.249125145809030,20.379936677220500,21.829695050824900,16.097317113814400,18.796867188801900,1.899683386102320,134232482.860341000000000
5387,3466,Solana,Blue,Toga,Closed,Bored,Empty,EMPTY,100.000000000000000,4.699216797200470,1.983002832861190,6.865522412931180,16.097317113814400,18.796867188801900,70.121646392268000,135741762.028881000000000
5388,400,Solana,Cream,EMPTY,Crazy,Bored,Baby Bonet,EMPTY,100.000000000000000,7.382102982836190,20.379936677220500,4.365939010164970,16.097317113814400,1.849691718046990,70.121646392268000,137140443.730199000000000
5389,3349,Solana,Tan,EMPTY,3D,Bored Unshaven,Spinner Hat,EMPTY,100.000000000000000,5.999000166638890,20.379936677220500,5.332444592567910,14.480919846692200,2.082986168971840,70.121646392268000,137893151.109037000000000
5390,2169,Solana,Tan,EMPTY,Blindfold,Bored,Fisherman Hat,EMPTY,100.000000000000000,5.999000166638890,20.379936677220500,2.532911181469760,16.097317113814400,3.949341776370600,70.121646392268000,138048594.297560000000000
5391,5818,Solana,Dark Brown,EMPTY,Sad,Bored Unshaven Solana,Horns,EMPTY,100.000000000000000,13.164472587902000,20.379936677220500,5.699050158306950,6.232294617563740,2.066322279620060,70.121646392268000,138072412.205479000000000
5392,3501,Solana,Dark Brown,EMPTY,Bored,Small Grin,Trippy Captains Hat,EMPTY,100.000000000000000,13.164472587902000,20.379936677220500,21.829695050824900,2.766205632394600,1.216463922679550,70.121646392268000,138194183.000789000000000
5393,4939,Solana,Brown,Sleeveless T,Sunglasses,Bored Solana,Empty,EMPTY,100.000000000000000,12.747875354107600,3.066155640726550,3.199466755540740,8.398600233294450,18.796867188801900,70.121646392268000,138437610.166676000000000
5394,5520,Solana,Tan,EMPTY,3D,Bored Unshaven,Stuntman Helmet,EMPTY,100.000000000000000,5.999000166638890,20.379936677220500,5.332444592567910,14.480919846692200,2.099650058323610,70.121646392268000,138996296.317909000000000
5395,2947,Solana,Brown,Admirals Coat,Bored,Bored Unshaven,Fez,EMPTY,100.000000000000000,12.747875354107600,1.166472254624230,21.829695050824900,14.480919846692200,4.232627895350770,70.121646392268000,139514142.602782000000000
5396,5553,Solana,Dark Brown,Black Holes T,Bored,Bored,Spinner Hat,EMPTY,100.000000000000000,13.164472587902000,2.066322279620060,21.829695050824900,16.097317113814400,2.082986168971840,70.121646392268000,139617925.913770000000000
5397,4867,Solana,Tan,Sleeveless T,Bored,Bored,Basc Flipped Brim,EMPTY,100.000000000000000,5.999000166638890,3.066155640726550,21.829695050824900,16.097317113814400,3.082819530078320,70.121646392268000,139725105.048404000000000
5398,799,Solana,Dark Brown,Pimp Coat,Heart,Bored,Empty,EMPTY,100.000000000000000,13.164472587902000,1.316447258790200,3.816030661556410,16.097317113814400,18.796867188801900,70.121646392268000,140316861.295857000000000
5399,1141,Solana,Tan,Stripped Tee,Wide Eyed,Bored Solana,Empty,EMPTY,100.000000000000000,5.999000166638890,4.199300116647230,5.032494584235960,8.398600233294450,18.796867188801900,70.121646392268000,140340684.730988000000000
5400,4611,Solana,Golden Brown,Admirals Coat,Closed,Bored,Empty,EMPTY,100.000000000000000,8.281953007832030,1.166472254624230,6.865522412931180,16.097317113814400,18.796867188801900,70.121646392268000,140725189.253972000000000
5401,2716,Solana,Dark Brown,Prison Jumpsuit,Bored,Bored,Spinner Hat,EMPTY,100.000000000000000,13.164472587902000,2.082986168971840,21.829695050824900,16.097317113814400,2.082986168971840,70.121646392268000,140743876.929204000000000
5402,3451,Solana,Tan,EMPTY,Holographic,Bored Unshaven Cigarette,Empty,EMPTY,100.000000000000000,5.999000166638890,20.379936677220500,2.066322279620060,4.232627895350770,18.796867188801900,70.121646392268000,140937781.107839000000000
5403,1416,Solana,Cheetah,EMPTY,Crazy,Bored,S&M Hat,EMPTY,100.000000000000000,4.482586235627400,20.379936677220500,4.365939010164970,16.097317113814400,3.132811198133640,70.121646392268000,141042167.862925000000000
5404,3043,Solana,Dark Brown,EMPTY,Blindfold,Bored,Baby Bonet,EMPTY,100.000000000000000,13.164472587902000,20.379936677220500,2.532911181469760,16.097317113814400,1.849691718046990,70.121646392268000,141883277.472492000000000
5405,3060,Solana,Dark Brown,Admirals Coat,Crazy,Bored,Empty,EMPTY,100.000000000000000,13.164472587902000,1.166472254624230,4.365939010164970,16.097317113814400,18.796867188801900,70.121646392268000,142248147.485823000000000
5406,3188,Solana,Brown,Cowboy Shirt,Closed,Bored,Empty,EMPTY,100.000000000000000,12.747875354107600,0.766538910181636,6.865522412931180,16.097317113814400,18.796867188801900,70.121646392268000,142343185.106274000000000
5407,5145,Solana,Golden Brown,Black Holes T,Crazy,Bored Unshaven,Empty,EMPTY,100.000000000000000,8.281953007832030,2.066322279620060,4.365939010164970,14.480919846692200,18.796867188801900,70.121646392268000,142607449.224814000000000
5408,4205,Solana,Tan,EMPTY,Bloodshot,Bored Solana,Girl Hair Short,EMPTY,100.000000000000000,5.999000166638890,20.379936677220500,8.031994667555410,8.398600233294450,2.466255624062660,70.121646392268000,142627154.691231000000000
5409,4882,Solana,Dark Brown,Stripped Tee,Bloodshot,Bored Unshaven,Bowler,EMPTY,100.000000000000000,13.164472587902000,4.199300116647230,8.031994667555410,14.480919846692200,3.166138976837190,70.121646392268000,142751939.749525000000000
5410,4969,Solana,Dark Brown,Bone Tee,Robot,Bored Unshaven,Empty,EMPTY,100.000000000000000,13.164472587902000,1.749708381936340,3.249458423596070,14.480919846692200,18.796867188801900,70.121646392268000,142861053.483774000000000
5411,2161,Solana,Brown,Sleeveless T,Bored,Bored Unshaven Cigarette,Beanie,EMPTY,100.000000000000000,12.747875354107600,3.066155640726550,21.829695050824900,4.232627895350770,5.699050158306950,70.121646392268000,144325924.144466000000000
5412,2687,Solana,Grey,EMPTY,Bloodshot,Bored Unshaven Solana,Fez,EMPTY,100.000000000000000,4.782536243959340,20.379936677220500,8.031994667555410,6.232294617563740,4.232627895350770,70.121646392268000,144808708.883095000000000
5413,4386,Solana,Cream,EMPTY,Closed,Bored Unshaven Solana,Army Hat,EMPTY,100.000000000000000,7.382102982836190,20.379936677220500,6.865522412931180,6.232294617563740,3.216130644892520,70.121646392268000,145174480.648396000000000
5414,1608,Solana,Dark Brown,EMPTY,Sunglasses,Bored Unshaven Cigarette,Beanie,EMPTY,100.000000000000000,13.164472587902000,20.379936677220500,3.199466755540740,4.232627895350770,5.699050158306950,70.121646392268000,145193966.673210000000000
5415,5530,Solana,Dark Brown,EMPTY,3D,Bored Unshaven,Laurel Wreath,EMPTY,100.000000000000000,13.164472587902000,20.379936677220500,5.332444592567910,14.480919846692200,0.999833361106482,70.121646392268000,145247452.501519000000000
5416,1228,Solana,Dark Brown,Kings Robe,Bored,Dumbfounded,Empty,EMPTY,100.000000000000000,13.164472587902000,1.083152807865360,21.829695050824900,3.549408431928010,18.796867188801900,70.121646392268000,145624489.939457000000000
5417,5485,Solana,Cream,Service,Bored,Rage,Empty,EMPTY,100.000000000000000,7.382102982836190,2.116313947675390,21.829695050824900,3.249458423596070,18.796867188801900,70.121646392268000,146068451.212049000000000
5418,2528,Solana,Golden Brown,Biker Vest,Bored,Small Grin,Empty,EMPTY,100.000000000000000,8.281953007832030,2.216297283786040,21.829695050824900,2.766205632394600,18.796867188801900,70.121646392268000,146093362.039490000000000
5419,2770,Solana,Brown,Biker Vest,Bored,Bored,Stuntman Helmet,EMPTY,100.000000000000000,12.747875354107600,2.216297283786040,21.829695050824900,16.097317113814400,2.099650058323610,70.121646392268000,146172614.118756000000000
5420,171,Solana,Golden Brown,EMPTY,Wide Eyed,Bored Unshaven Solana,Fisherman Hat,EMPTY,100.000000000000000,8.281953007832030,20.379936677220500,5.032494584235960,6.232294617563740,3.949341776370600,70.121646392268000,146603286.909799000000000
5421,2307,Solana,Dark Brown,EMPTY,Closed,Grin,Sea Capitan Hat,EMPTY,100.000000000000000,13.164472587902000,20.379936677220500,6.865522412931180,3.849358440259960,2.949508415264120,70.121646392268000,146645918.875683000000000
5422,329,Solana,Red,Biker Vest,Bored,Bored Unshaven,Beanie,EMPTY,100.000000000000000,5.249125145809030,2.216297283786040,21.829695050824900,14.480919846692200,5.699050158306950,70.121646392268000,146964805.243867000000000
5423,3925,Solana,Dark Brown,EMPTY,Angry,Dumbfounded,Seaman Hat,EMPTY,100.000000000000000,13.164472587902000,20.379936677220500,4.699216797200470,3.549408431928010,4.699216797200470,70.121646392268000,147456981.319024000000000
5424,1604,Solana,Black,Vietnam Jacket,Bored,Bored Unshaven,Basc Flipped Brim,EMPTY,100.000000000000000,10.631561406432300,2.032994500916510,21.829695050824900,14.480919846692200,3.082819530078320,70.121646392268000,147698906.656637000000000
5425,5953,Solana,Brown,Bone Necklace,Bored,Bored,Short Mohawk,EMPTY,100.000000000000000,12.747875354107600,1.483086152307950,21.829695050824900,16.097317113814400,3.182802866188970,70.121646392268000,148274750.412026000000000
5426,1658,Solana,Zombie,EMPTY,Bored,Bored,Bandana Blue,EMPTY,100.000000000000000,2.699550074987500,20.379936677220500,21.829695050824900,16.097317113814400,1.099816697217130,70.121646392268000,149096620.540061000000000
5427,5622,Solana,Red,Stripped Tee,Sunglasses,Bored,Empty,EMPTY,100.000000000000000,5.249125145809030,4.199300116647230,3.199466755540740,16.097317113814400,18.796867188801900,70.121646392268000,149634769.812510000000000
5428,3921,Solana,Cream,Prison Jumpsuit,Bored,Bored,Fisherman Hat,EMPTY,100.000000000000000,7.382102982836190,2.082986168971840,21.829695050824900,16.097317113814400,3.949341776370600,70.121646392268000,149638889.951130000000000
5429,3020,Solana,Cream,EMPTY,Wide Eyed,Bored Unshaven,Vietnam Era Helmet,EMPTY,100.000000000000000,7.382102982836190,20.379936677220500,5.032494584235960,14.480919846692200,1.949675054157640,70.121646392268000,149891406.553473000000000
5430,452,Solana,Black,Toga,Bored,Bored Unshaven,Army Hat,EMPTY,100.000000000000000,10.631561406432300,1.983002832861190,21.829695050824900,14.480919846692200,3.216130644892520,70.121646392268000,150296889.197297000000000
5431,2844,Solana,Golden Brown,Rainbow Suspender,Bloodshot,Bored,Empty,EMPTY,100.000000000000000,8.281953007832030,1.066488918513580,8.031994667555410,16.097317113814400,18.796867188801900,70.121646392268000,150523253.748492000000000
5432,2037,Solana,Brown,EMPTY,Angry,Bored Unshaven,Party Hat,EMPTY,100.000000000000000,12.747875354107600,20.379936677220500,4.699216797200470,14.480919846692200,1.216463922679550,70.121646392268000,150804259.213815000000000
5433,651,Solana,Dark Brown,Puffy Vest,Scumbag,Bored,Empty,EMPTY,100.000000000000000,13.164472587902000,1.933011164805870,2.799533411098150,16.097317113814400,18.796867188801900,70.121646392268000,151152230.000203000000000
5434,3744,Solana,Black,Bone Necklace,Wide Eyed,Bored Unshaven,Empty,EMPTY,100.000000000000000,10.631561406432300,1.483086152307950,5.032494584235960,14.480919846692200,18.796867188801900,70.121646392268000,151453904.845522000000000
5435,4660,Solana,Tan,Bone Tee,Sleepy,Bored,Empty,EMPTY,100.000000000000000,5.999000166638890,1.749708381936340,6.815530744875850,16.097317113814400,18.796867188801900,70.121646392268000,151787254.100487000000000
5436,3967,Solana,Dark Brown,Black T,Bored,Bored Solana,S&M Hat,EMPTY,100.000000000000000,13.164472587902000,2.866188968505250,21.829695050824900,8.398600233294450,3.132811198133640,70.121646392268000,151966965.015910000000000
5437,425,Solana,Cheetah,EMPTY,Coins,Bored,Fisherman Hat,EMPTY,100.000000000000000,4.482586235627400,20.379936677220500,3.732711214797530,16.097317113814400,3.949341776370600,70.121646392268000,152014914.071523000000000
5438,3898,Solana,Golden Brown,Tanktop,Bored,Phoneme Vuh,Empty,EMPTY,100.000000000000000,8.281953007832030,2.049658390268290,21.829695050824900,3.116147308781870,18.796867188801900,70.121646392268000,152200988.326402000000000
5439,3772,Solana,Dark Brown,Black Holes T,Sleepy,Bored Unshaven Solana,Empty,EMPTY,100.000000000000000,13.164472587902000,2.066322279620060,6.815530744875850,6.232294617563740,18.796867188801900,70.121646392268000,152295389.813712000000000
5440,4081,Solana,Golden Brown,EMPTY,Bored,Bored Cigar,Basc Flipped Brim,EMPTY,100.000000000000000,8.281953007832030,20.379936677220500,21.829695050824900,1.916347275454090,3.082819530078320,70.121646392268000,152636247.567784000000000
5441,5509,Solana,Golden Brown,EMPTY,Angry,Bored Unshaven,Basc Hat Black,EMPTY,100.000000000000000,8.281953007832030,20.379936677220500,4.699216797200470,14.480919846692200,1.899683386102320,70.121646392268000,152999690.545910000000000
5442,3566,Solana,Cream,EMPTY,Robot,Bored Unshaven,Basc Flipped Brim,EMPTY,100.000000000000000,7.382102982836190,20.379936677220500,3.249458423596070,14.480919846692200,3.082819530078320,70.121646392268000,153034824.571703000000000
5443,1903,Solana,Dark Brown,EMPTY,Closed,Bored Unshaven Cigarette,Empty,Silver Hoop,100.000000000000000,13.164472587902000,20.379936677220500,6.865522412931180,4.232627895350770,18.796867188801900,10.464922512914500,153359775.376902000000000
5444,5518,Solana,Golden Brown,Service,Bored,Bored Unshaven,Fisherman Hat,EMPTY,100.000000000000000,8.281953007832030,2.116313947675390,21.829695050824900,14.480919846692200,3.949341776370600,70.121646392268000,153438201.148825000000000
5445,2295,Solana,Pink,Sailor Shirt,Wide Eyed,Bored Unshaven,Empty,EMPTY,100.000000000000000,4.999166805532410,3.199466755540740,5.032494584235960,14.480919846692200,18.796867188801900,70.121646392268000,153635745.819134000000000
5446,4450,Solana,Noise,EMPTY,Sleepy,Grin,Empty,EMPTY,100.000000000000000,2.182969505082490,20.379936677220500,6.815530744875850,3.849358440259960,18.796867188801900,70.121646392268000,153842422.793430000000000
5447,2032,Solana,Golden Brown,Toga,Bored,Bored Unshaven,Fez,EMPTY,100.000000000000000,8.281953007832030,1.983002832861190,21.829695050824900,14.480919846692200,4.232627895350770,70.121646392268000,154085619.719073000000000
5448,1426,Solana,Brown,Basc T Red,Closed,Bored Unshaven Solana,Empty,EMPTY,100.000000000000000,12.747875354107600,2.149641726378940,6.865522412931180,6.232294617563740,18.796867188801900,70.121646392268000,154547873.540312000000000
5449,4082,Solana,Dark Brown,Puffy Vest,Bored,Bored,Girl Hair Short,EMPTY,100.000000000000000,13.164472587902000,1.933011164805870,21.829695050824900,16.097317113814400,2.466255624062660,70.121646392268000,154642616.263717000000000
5450,2197,Solana,Golden Brown,EMPTY,Sleepy,Bored Unshaven Solana,Basc Flipped Brim,EMPTY,100.000000000000000,8.281953007832030,20.379936677220500,6.815530744875850,6.232294617563740,3.082819530078320,70.121646392268000,154982782.910413000000000
5451,719,Solana,Cream,EMPTY,Hypnotized,Bored,Seaman Hat,EMPTY,100.000000000000000,7.382102982836190,20.379936677220500,1.949675054157640,16.097317113814400,4.699216797200470,70.121646392268000,155588054.481610000000000
5452,3945,Solana,Pink,Wool Turtleneck,Bored,Bored,Beanie,EMPTY,100.000000000000000,4.999166805532410,2.216297283786040,21.829695050824900,16.097317113814400,5.699050158306950,70.121646392268000,155589897.381309000000000
5453,2095,Solana,Grey,EMPTY,Sleepy,Bored,Spinner Hat,EMPTY,100.000000000000000,4.782536243959340,20.379936677220500,6.815530744875850,16.097317113814400,2.082986168971840,70.121646392268000,156189837.026381000000000
5454,2945,Solana,Black,EMPTY,Sleepy,Grin,Fisherman Hat,EMPTY,100.000000000000000,10.631561406432300,20.379936677220500,6.815530744875850,3.849358440259960,3.949341776370600,70.121646392268000,157421751.535538000000000
5455,523,Solana,Dark Brown,Tuxedo Tee,Eyepatch,Bored,Empty,EMPTY,100.000000000000000,13.164472587902000,1.949675054157640,2.899516747208800,16.097317113814400,18.796867188801900,70.121646392268000,157900097.410926000000000
